County,Agency,months_evaluated,recent_window_used,median_prev,median_recent,median_change_pct,slope_per_month,slope_normalized,mom_vol_prev,mom_vol_recent,nonzero_share_prev,nonzero_share_recent,last_year_median,last_year_total,last_year_nonzero_share,last_year_info,flags,explanations
Madison,Colbert Living Waters Holiness Church,36,12,669.0,204.0,-0.696,-4.74,-0.0093,0.18,0.34,0.58,0.5,362.0,10345.0,0.5,"Last year (12 mo): median 362 lb, total 10,345 lb, non-zero 50%.",LOWER_RECENT_MEDIAN,Declining distribution. Typical month now -70% vs earlier (~669 lb → ~204 lb). Compared to same months last year: typical month -44% (362 lb → 204 lb).
Madison,Colbert Methodist Church INTHEMIDDLEMEALS,36,12,150.0,0.0,-1.0,-9.83,-9.826,0.56,0.0,0.62,0.17,210.0,4190.0,0.67,"Last year (12 mo): median 210 lb, total 4,190 lb, non-zero 67%.",DECLINING_TREND,Declining distribution. Steady decline about -982.6% per month.
Madison,Food 2 Kids Madison County,36,12,274.0,0.0,-1.0,-82.98,-82.9772,0.4,0.0,0.5,0.0,0.0,1547.0,0.08,"Last year (12 mo): median 0 lb, total 1,547 lb, non-zero 8%.",DECLINING_TREND,Declining distribution. Steady decline about -8297.7% per month.
Madison,Gordon's Chapel Methodist Church,36,12,1088.0,1946.0,0.787,28.37,0.0178,0.11,0.48,0.54,0.92,1298.0,15076.0,0.67,"Last year (12 mo): median 1,298 lb, total 15,076 lb, non-zero 67%.",MOM_VOLATILITY_UP,"Growing inconsistency. Bigger swings between months in the recent period. Compared to same months last year: typical month 50% (1,298 lb → 1,946 lb)."
Madison,Huff Grove Baptist Church,36,12,0.0,0.0,0.0,-0.1,-0.1044,0.0,0.0,0.08,0.0,0.0,271.0,0.08,"Last year (12 mo): median 0 lb, total 271 lb, non-zero 8%.",DECLINING_TREND,Declining distribution. Steady decline about -10.4% per month.
Madison,Hull-Sandford Elementary School,36,12,0.0,0.0,0.0,-2.16,-2.1647,0.0,0.0,0.04,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -216.5% per month.
Madison,Joy Baptist Church,36,12,0.0,0.0,0.0,-49.16,-49.1602,0.77,0.0,0.29,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -4916.0% per month.
Madison,Legacy Baptist Church,36,12,188.0,0.0,-1.0,-3.49,-3.4884,0.07,0.0,0.58,0.17,142.0,2709.0,0.5,"Last year (12 mo): median 142 lb, total 2,709 lb, non-zero 50%.",DECLINING_TREND,Declining distribution. Steady decline about -348.8% per month.
Madison,Madison: Madison County Senior Center Senior Staples Program,36,12,0.0,0.0,0.0,-27.05,-27.0466,0.21,0.0,0.33,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -2704.7% per month.
Madison,Moons Grove Baptist Church,36,12,418.0,670.0,0.601,9.91,0.0212,0.39,0.84,0.88,1.0,517.0,6622.0,0.92,"Last year (12 mo): median 517 lb, total 6,622 lb, non-zero 92%.",MOM_VOLATILITY_UP,Growing inconsistency. Bigger swings between months in the recent period. Compared to same months last year: typical month 30% (517 lb → 670 lb).
Madison,Moons Grove Baptist Church (There's Hope For the Hungry),36,12,0.0,0.0,0.0,-4.44,-4.4403,0.0,0.0,0.12,0.0,0.0,38651.0,0.25,"Last year (12 mo): median 0 lb, total 38,651 lb, non-zero 25%.",DECLINING_TREND,Declining distribution. Steady decline about -444.0% per month.
Madison,New Bethel CH Church,36,12,442.0,641.0,0.452,13.27,0.0256,0.11,0.56,0.62,0.83,514.0,7602.0,0.58,"Last year (12 mo): median 514 lb, total 7,602 lb, non-zero 58%.",MOM_VOLATILITY_UP,Growing inconsistency. Bigger swings between months in the recent period. Compared to same months last year: typical month 25% (514 lb → 641 lb).
Madison,Riverside Baptist Church,36,12,0.0,0.0,0.0,-5.39,-5.3938,0.0,0.0,0.04,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -539.4% per month.
Madison,Union Baptist Church,36,12,0.0,0.0,0.0,-7.2,-7.2026,0.12,0.0,0.46,0.33,0.0,2228.0,0.42,"Last year (12 mo): median 0 lb, total 2,228 lb, non-zero 42%.",DECLINING_TREND,Declining distribution. Steady decline about -720.3% per month.
Madison,Word of Life Church,36,12,1091.0,0.0,-1.0,-49.54,-49.5366,0.21,0.0,0.71,0.0,0.0,5824.0,0.42,"Last year (12 mo): median 0 lb, total 5,824 lb, non-zero 42%.",DECLINING_TREND,Declining distribution. Steady decline about -4953.7% per month.
Oconee,Churches Homes Foundation,36,12,308.0,0.0,-1.0,-14.8,-0.0809,0.22,0.0,0.79,0.0,183.0,3131.0,0.58,"Last year (12 mo): median 183 lb, total 3,131 lb, non-zero 58%.",DECLINING_TREND,Declining distribution. Steady decline about -8.1% per month.
Oconee,"Grace Fellowship Church, INC",36,12,10562.0,11100.0,0.051,62.02,0.0058,0.24,0.46,1.0,0.92,11752.0,139690.0,1.0,"Last year (12 mo): median 11,752 lb, total 139,690 lb, non-zero 100%.",VARIABILITY_UP,"Growing inconsistency. More up-and-down lately. Compared to same months last year: typical month -6% (11,752 lb → 11,100 lb)."
Oconee,Oconee County Senior Center,36,12,150.0,107.0,-0.287,-14.82,-0.1385,0.19,0.29,0.54,0.83,0.0,1038.0,0.25,"Last year (12 mo): median 0 lb, total 1,038 lb, non-zero 25%.","DECLINING_TREND,LOWER_RECENT_MEDIAN",Declining distribution. Steady decline about -13.8% per month. Typical month now -29% vs earlier (~150 lb → ~107 lb).
Oglethorpe,Food 2 Kids Oglethorpe County,36,12,3188.0,0.0,-1.0,-91.36,-0.9418,0.52,0.0,0.71,0.08,97.0,38271.0,0.5,"Last year (12 mo): median 97 lb, total 38,271 lb, non-zero 50%.",DECLINING_TREND,Declining distribution. Steady decline about -94.2% per month.
Oglethorpe,Food Bank of NEGA Oglethorpe Community Partner,36,12,0.0,0.0,0.0,-69.77,-69.7654,0.0,0.0,0.08,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -6976.5% per month.
Oglethorpe,Oglethorpe School Food Pantry,36,12,1258.0,0.0,-1.0,-80.97,-80.9654,0.55,0.0,0.62,0.0,0.0,13249.0,0.33,"Last year (12 mo): median 0 lb, total 13,249 lb, non-zero 33%.",DECLINING_TREND,Declining distribution. Steady decline about -8096.5% per month.
Oglethorpe,Oglethorpe: Oglethorpe County Senior Staples Program,36,12,0.0,0.0,0.0,-25.62,-25.6243,0.15,0.0,0.29,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -2562.4% per month.
Oglethorpe,Sonlight Baptist Church,36,12,0.0,0.0,0.0,-4.74,-4.738,0.01,0.0,0.33,0.08,0.0,1598.0,0.25,"Last year (12 mo): median 0 lb, total 1,598 lb, non-zero 25%.",DECLINING_TREND,Declining distribution. Steady decline about -473.8% per month.
Oglethorpe,Thankful Baptist Church,36,12,6254.0,6264.0,0.002,29.93,0.0048,7.91,9.92,1.0,0.92,7290.0,94203.0,1.0,"Last year (12 mo): median 7,290 lb, total 94,203 lb, non-zero 100%.",MOM_VOLATILITY_UP,"Growing inconsistency. Bigger swings between months in the recent period. Compared to same months last year: typical month -14% (7,290 lb → 6,264 lb)."
Rabun,Clayton First United Methodist,36,12,0.0,0.0,0.0,-0.39,-0.3869,0.0,0.0,0.04,0.0,0.0,334.0,0.08,"Last year (12 mo): median 0 lb, total 334 lb, non-zero 8%.",DECLINING_TREND,Declining distribution. Steady decline about -38.7% per month.
Rabun,Food 2 Kids Rabun County,36,12,10.0,0.0,-1.0,-38.55,-38.5521,1.44,0.0,0.5,0.0,0.0,443.0,0.08,"Last year (12 mo): median 0 lb, total 443 lb, non-zero 8%.",DECLINING_TREND,Declining distribution. Steady decline about -3855.2% per month.
Rabun,Food Bank of Northeast Georgia Rabun,36,12,19030.0,14402.0,-0.243,-501.04,-0.0297,1.46,1.97,1.0,1.0,20268.0,269133.0,1.0,"Last year (12 mo): median 20,268 lb, total 269,133 lb, non-zero 100%.","DECLINING_TREND,LOWER_RECENT_MEDIAN,MOM_VOLATILITY_UP","Declining and less consistent recently. Steady decline about -3.0% per month. Typical month now -24% vs earlier (~19,030 lb → ~14,402 lb). Bigger swings between months in the recent period. Compared to same months last year: typical month -29% (20,268 lb → 14,402 lb)."
Rabun,Mountain Grove Baptist Church,36,12,622.0,514.0,-0.172,-9.39,-0.0159,0.41,0.31,1.0,1.0,504.0,6790.0,1.0,"Last year (12 mo): median 504 lb, total 6,790 lb, non-zero 100%.",LOWER_RECENT_MEDIAN,Declining distribution. Typical month now -17% vs earlier (~622 lb → ~514 lb). Compared to same months last year: typical month 2% (504 lb → 514 lb).
Rabun,Persimmon Baptist Church,36,12,417.0,0.0,-1.0,-17.94,-0.0533,0.48,0.14,0.96,0.17,410.0,5047.0,0.92,"Last year (12 mo): median 410 lb, total 5,047 lb, non-zero 92%.",DECLINING_TREND,Declining distribution. Steady decline about -5.3% per month.
Rabun,Rabun County MedLink Georgia,36,12,0.0,0.0,0.0,-4.7,-4.7045,0.0,0.0,0.04,0.0,0.0,5222.0,0.08,"Last year (12 mo): median 0 lb, total 5,222 lb, non-zero 8%.",DECLINING_TREND,Declining distribution. Steady decline about -470.5% per month.
Rabun,Wolffork Baptist Church,36,12,0.0,0.0,0.0,-7.01,-7.005,0.0,0.0,0.17,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -700.5% per month.
Stephens,Boys and Girls Club Toccoa,36,12,0.0,0.0,0.0,-3.89,-3.8938,0.05,0.0,0.46,0.0,0.0,887.0,0.42,"Last year (12 mo): median 0 lb, total 887 lb, non-zero 42%.",DECLINING_TREND,Declining distribution. Steady decline about -389.4% per month.
Stephens,Camp Toccoa (Camp Fire GA),36,12,48.0,0.0,-1.0,-2.44,-2.436,0.37,0.07,0.54,0.25,129.0,1889.0,0.75,"Last year (12 mo): median 129 lb, total 1,889 lb, non-zero 75%.",DECLINING_TREND,Declining distribution. Steady decline about -243.6% per month.
Stephens,Food 2 Kids Stephens County,36,12,426.0,0.0,-1.0,-116.55,-116.5479,0.36,0.0,0.5,0.0,0.0,10511.0,0.17,"Last year (12 mo): median 0 lb, total 10,511 lb, non-zero 17%.",DECLINING_TREND,Declining distribution. Steady decline about -11654.8% per month.
Stephens,Food 2 Tots-Stephens County,36,12,0.0,0.0,0.0,-20.22,-20.2183,0.07,0.0,0.38,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -2021.8% per month.
Stephens,Food Bank NEGA Stephens County MP,36,12,0.0,0.0,0.0,-26.94,-26.9375,0.0,0.0,0.04,0.0,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -2693.7% per month.
Stephens,Hill Street Baptist Church,36,12,848.0,970.0,0.144,3.81,0.0043,0.6,1.6,1.0,0.92,981.0,12395.0,1.0,"Last year (12 mo): median 981 lb, total 12,395 lb, non-zero 100%.","VARIABILITY_UP,MOM_VOLATILITY_UP",Growing inconsistency. More up-and-down lately. Bigger swings between months in the recent period. Compared to same months last year: typical month -1% (981 lb → 970 lb).
Stephens,Neighbors 4 Neighbors,36,12,2018.0,1860.0,-0.078,-54.63,-0.0281,0.55,0.14,0.62,0.67,2063.0,38524.0,0.75,"Last year (12 mo): median 2,063 lb, total 38,524 lb, non-zero 75%.",DECLINING_TREND,"Declining distribution. Steady decline about -2.8% per month. Compared to same months last year: typical month -10% (2,063 lb → 1,860 lb)."
Stephens,Stephens: New Hope BC Senior Staples Program,36,12,594.0,0.0,-1.0,-30.05,-30.0526,0.17,0.0,0.71,0.0,0.0,3049.0,0.42,"Last year (12 mo): median 0 lb, total 3,049 lb, non-zero 42%.",DECLINING_TREND,Declining distribution. Steady decline about -3005.3% per month.
Stephens,The Salvation Army - Toccoa Co,36,12,2876.0,4267.0,0.484,125.68,0.0401,0.21,0.97,0.88,1.0,3081.0,35187.0,0.92,"Last year (12 mo): median 3,081 lb, total 35,187 lb, non-zero 92%.",MOM_VOLATILITY_UP,"Growing inconsistency. Bigger swings between months in the recent period. Compared to same months last year: typical month 38% (3,081 lb → 4,267 lb)."
Towns,Allens United Methodist Church,36,12,0.0,0.0,0.0,-7.17,-7.1686,0.0,0.0,0.08,0.0,0.0,15820.0,0.17,"Last year (12 mo): median 0 lb, total 15,820 lb, non-zero 17%.",DECLINING_TREND,Declining distribution. Steady decline about -716.9% per month.
Towns,Mt. Zion Ministries - The Refuge,36,12,9832.0,144.0,-0.985,-406.11,-0.0494,0.6,0.68,1.0,0.5,5854.0,70063.0,1.0,"Last year (12 mo): median 5,854 lb, total 70,063 lb, non-zero 100%.","DECLINING_TREND,LOWER_RECENT_MEDIAN,VARIABILITY_UP","Declining and less consistent recently. Steady decline about -4.9% per month. Typical month now -99% vs earlier (~9,832 lb → ~144 lb). More up-and-down lately. Compared to same months last year: typical month -98% (5,854 lb → 144 lb)."
White,Food 2 Kids White County,36,12,546.0,0.0,-1.0,-151.58,-151.5794,0.31,0.0,0.5,0.08,0.0,7372.0,0.17,"Last year (12 mo): median 0 lb, total 7,372 lb, non-zero 17%.",DECLINING_TREND,Declining distribution. Steady decline about -15157.9% per month.
White,Helen First Baptist Church,36,12,8556.0,8216.0,-0.04,0.21,0.0,0.14,0.15,1.0,1.0,8557.0,98919.0,1.0,"Last year (12 mo): median 8,557 lb, total 98,919 lb, non-zero 100%.",VARIABILITY_UP,"Growing inconsistency. More up-and-down lately. Compared to same months last year: typical month -4% (8,557 lb → 8,216 lb)."
White,Mt. Yonah Baptist Church,36,12,0.0,0.0,0.0,-45.46,-45.4613,0.16,0.0,0.42,0.0,0.0,1789.0,0.08,"Last year (12 mo): median 0 lb, total 1,789 lb, non-zero 8%.",DECLINING_TREND,Declining distribution. Steady decline about -4546.1% per month.
White,Shoal Creek Baptist Church,36,12,1170.0,898.0,-0.233,3.5,0.0032,0.71,0.47,0.96,0.92,1402.0,16599.0,0.92,"Last year (12 mo): median 1,402 lb, total 16,599 lb, non-zero 92%.",LOWER_RECENT_MEDIAN,"Declining distribution. Typical month now -23% vs earlier (~1,170 lb → ~898 lb). Compared to same months last year: typical month -36% (1,402 lb → 898 lb)."
White,The Jericho House,36,12,1390.0,111.0,-0.92,-43.8,-0.0474,1.35,0.3,1.0,0.5,820.0,16317.0,1.0,"Last year (12 mo): median 820 lb, total 16,317 lb, non-zero 100%.","DECLINING_TREND,LOWER_RECENT_MEDIAN,VARIABILITY_UP","Declining and less consistent recently. Steady decline about -4.7% per month. Typical month now -92% vs earlier (~1,390 lb → ~111 lb). More up-and-down lately. Compared to same months last year: typical month -86% (820 lb → 111 lb)."
White,White County Medlink Georgia,36,12,0.0,0.0,0.0,-11.14,-11.1398,0.0,0.0,0.08,0.08,0.0,0.0,0.0,"Last year (12 mo): median 0 lb, total 0 lb, non-zero 0%.",DECLINING_TREND,Declining distribution. Steady decline about -1114.0% per month.
